86,16059,2417,1991,260000
87,11911,1560,2005,174000
88,3951,1224,2009,164500
89,8470,1526,1915,85000
90,8070,990,1994,123600
91,7200,1040,1950,109900
92,8500,1235,1961,98600
93,13360,964,1921,163500
94,7200,2291,1910,133900
95,9337,1786,1997,204750
96,9765,1470,1993,185000
97,10264,1588,1999,214000
98,10921,960,1965,94750
99,10625,835,1920,83000
100,9320,1225,1959,128950
101,10603,1610,1977,205000
102,9206,1732,1985,178000
103,7018,1535,1979,118964
104,10402,1226,2009,198900
105,7758,1818,1931,169500
106,9375,1992,2003,250000
107,10800,1047,1885,100000
108,6000,789,1948,115000
109,8500,1517,1919,115000
110,11751,1844,1977,190000
111,9525,1855,1954,136900
112,7750,1430,2000,180000
113,9965,2696,2007,383970
114,21000,2259,1953,217000
115,7259,2320,1945,259500
116,3230,1458,1999,176000
117,11616,1092,1962,139000
118,8536,1125,2006,155000
119,12376,3222,1990,320000
120,8461,1456,2005,163990
121,21453,988,1969,180000
122,6060,1123,1939,100000
123,9464,1080,1958,136000
124,7892,1199,1993,153900
125,17043,1586,1979,181000
126,6780,754,1935,84500
127,4928,958,1976,128000
128,4388,840,1930,87000
129,7590,1348,1966,155000
130,8973,1053,1958,150000
131,14200,2157,1966,226000
132,12224,2054,2000,244000
133,7388,1327,1959,150750
134,6853,1296,2001,220000
135,10335,1721,1968,180000
136,10400,1682,1970,174000
137,10355,1214,1967,143000
138,11070,1959,1988,171000
139,9066,1852,1999,230000
140,15426,1764,1997,231500
141,10500,864,1971,115000
142,11645,1734,2005,260000
143,8520,1385,1952,166000
144,10335,1501,1999,204000
145,9100,1728,1963,125000
146,2522,1709,2004,130000
147,6120,875,1931,105000
148,9505,2035,2001,222500
149,7500,1080,2004,141000
150,6240,1344,1936,115000
151,10356,969,1975,122000
152,13891,1710,2007,372402
153,14803,1993,1971,190000
154,13500,1252,1960,235000
155,11340,1200,1923,125000
156,9600,1096,1924,79000
157,7200,1040,1950,109500
158,12003,1968,2009,269500
159,12552,1947,2004,254900
160,19378,2462,2005,320000
161,11120,1232,1984,162500
162,13688,2668,2003,412500
163,12182,1541,2005,220000
164,5500,882,1956,103200
165,5400,1616,1926,152000
166,10106,1355,1940,127500
167,10708,1867,1955,190000
168,10562,2161,2007,325624
169,8244,1720,2004,183500
170,16669,1707,1981,228000
171,12358,1382,1941,128500
172,31770,1656,1960,215000
173,5306,1767,1987,239000
174,10197,1362,1961,163000
175,12416,1651,1986,184000
176,12615,2158,1950,243000
177,10029,2060,1988,211000
178,13650,1920,1958,172500
179,17423,2234,2008,501837
180,8520,968,1923,100000
181,2117,1525,2000,177000
182,7588,1802,1920,200100
183,9060,1340,1957,120000
184,11426,2082,2003,200000
185,7438,1252,1908,127000
186,22950,3608,1892,475000
187,9947,1217,1990,173000
188,10410,1656,1916,135000
189,7018,1224,1979,153337
190,4923,1593,2001,286000
191,10570,2727,1932,315000
192,7472,1479,1972,184000
193,9017,1431,1999,192000
194,2522,1709,2004,130000
195,7180,864,1972,127000
196,2280,1456,1976,148500
197,9416,1726,2007,311872
198,25419,3112,1918,235000
199,5520,2229,1912,104000
200,9591,1713,2004,274900
201,8546,1121,2003,140000
202,10125,1279,1977,171500
203,7000,1310,1924,112000
204,4438,848,2004,149000
205,3500,1284,1947,110000
206,11851,1442,1990,180500
207,13673,1696,1962,143900
208,12493,1100,1960,141000
209,14364,2062,1988,277000
210,8250,1092,1964,145000
211,5604,864,1925,98000
212,10420,1212,2009,186000
213,8640,1852,2009,252678
214,13568,990,1995,156000
215,10900,1392,1977,161750
216,10011,1236,1957,134450
217,8450,1436,2004,210000
218,9906,1328,1925,107000
219,15660,1954,1939,311500
220,3010,1248,2005,167240
221,8990,1498,2006,204900
222,8068,2267,2002,200000
223,11475,1552,1975,179900
224,10500,864,1971,97000
225,13472,2392,2003,386250
226,1680,1302,1971,112000
227,9950,2520,1995,290000
228,1869,987,1970,106000
229,8521,912,1967,125000
230,3182,1555,2005,192500
231,8760,1194,1959,148000
232,15138,2794,1995,403000
233,1680,987,1972,94500
234,10650,894,1976,128200
235,7851,1960,2002,216500
236,1680,987,1971,89500
237,8773,1414,2004,185500
238,9453,1744,1993,194500
239,12030,1694,2007,318000
240,8741,1487,1945,113000
241,9000,1566,2008,262500
242,3880,866,1945,110500
243,5000,1440,1900,79000
244,10762,1217,1980,120000
245,8880,2110,1994,205000
246,10400,1872,1988,241500
247,9142,1928,1910,137000
248,11310,1375,1954,140000
249,11317,1668,2003,180000
250,159000,2144,1958,277000
251,5350,1306,1940,76500
252,4750,1625,2006,235000
253,8366,1640,2004,173000
254,9350,1302,1964,158000
255,8400,1314,1957,145000
256,8738,2291,1999,230000
257,8791,1728,2003,207500
258,8814,1604,2006,220000
259,12435,1792,2001,231500
260,12702,882,1956,97000
261,19296,1382,1962,176000
262,9588,2574,2007,276000
263,8471,1212,1977,151000
264,5500,1316,1929,130000
265,5232,764,1925,73000
266,12090,1422,1981,175500
267,11207,1511,1997,185000
268,8400,2192,1939,179500
269,6900,778,1940,120500
270,7917,1113,1976,148000
271,10728,1939,2006,266000
272,39104,1363,1954,241500
273,11764,2270,1999,290000
274,9600,1632,1958,139000
275,8314,816,1982,124500
276,7264,1548,1925,205000
277,9196,1560,2003,201000
278,19138,864,1951,141000
279,14450,2121,2006,415298
280,10005,2022,1977,192000
281,11287,1982,1989,228500
282,7200,1262,2006,185000
283,5063,1314,2007,207500
284,9612,1468,2008,244600
285,8012,1575,1992,179200
286,4251,1250,2006,164700
287,9786,1734,1962,159000
288,8125,858,1971,88000
289,9819,900,1967,122000
290,8730,1396,1915,153575
291,15611,1919,2006,233230
292,5687,1716,1912,135900
293,11409,1716,1949,131000
294,16659,2263,1977,235000
295,9600,1644,1953,167000
296,7937,1003,1984,142500
297,13710,1558,1885,152000
298,7399,1950,1997,239000
299,11700,1743,1968,175000
300,14000,1152,1950,158500
301,15750,1336,1953,157000
302,16226,2452,1998,267000
303,13704,1541,2001,205000
304,9800,894,1972,149900
305,18386,3493,1880,295000
306,10386,2000,2004,305900
307,13474,2243,1990,225000
308,7920,1406,1920,89500
309,12342,861,1940,82500
310,12378,1944,2003,360000
311,7685,1501,1993,165600
312,8000,972,1948,132000
313,7800,1118,1939,119900
314,215245,2036,1965,375000
315,9600,1641,1925,178000
316,7795,1432,2004,188500
317,13005,2353,1980,260000
318,9000,1959,2006,270000
319,9900,2646,1993,260000
320,14115,1472,1980,187500
321,16259,2596,2006,342643
322,12099,2468,2004,354000
323,10380,2730,1986,301000
324,5820,1163,1955,126175
325,11275,2978,1967,242000
326,5000,803,1941,87000
327,10846,1719,1993,324000
328,11600,1383,1960,145250
329,11888,2134,1916,214500
330,6402,1192,1920,78000
331,10624,1728,1964,119000
332,8176,1056,1958,139000
333,10655,1629,2003,284000
334,8198,1358,2004,207000
335,9042,1638,1998,192000
336,164660,1786,1965,228950
337,14157,1922,2005,377426
338,9135,1536,2002,214000
339,14145,1621,1984,202500
340,12400,1215,1958,155000
341,14191,1908,2002,202900
342,8400,841,1950,82000
343,8544,1040,1949,87500
344,8849,1684,2005,266000
345,2592,1112,1976,85000
346,6435,1577,1939,140200
347,12772,958,1960,151500
348,17600,1478,1960,157500
349,2448,1626,2003,154000
350,20431,2728,2005,437154
351,7820,1869,2007,318061
352,5271,1453,1986,190000
353,9084,1111,1941,95000
354,8520,720,1928,105900
355,8400,1595,1940,140000
356,11249,1200,1995,177500
357,9248,1167,1992,173000
358,4224,1142,1976,134000
359,6930,1352,1958,130000
360,12011,1924,1998,280000
361,7540,912,1978,156000
362,9144,1505,1940,145000
363,7301,1922,2003,198500
364,1680,987,1972,118000
365,18800,1574,1976,190000
366,10690,1344,1920,147000
367,9500,1394,1963,159000
368,9150,1431,1962,165000
369,7800,1268,1954,132000
370,9830,1287,1959,162000
371,8121,1664,2000,172400
372,17120,1588,1959,134432
373,7175,752,1984,125000
374,10634,1319,1953,123000
375,8200,1928,2003,219500
376,10020,904,1922,61000
377,8846,914,1996,148000
378,11143,2466,2004,340000
379,11394,1856,2010,394432
380,8123,1800,2000,179000
381,5000,1691,1924,127000
382,7200,1301,2006,187750
383,9245,1797,2006,213500
384,9000,784,1928,76000
385,53107,1953,1992,240000
386,3182,1269,2004,192000
387,8410,1184,1910,81000
388,7200,1125,1976,125000
389,9382,1479,1999,191000
390,12474,2332,2007,426000
391,8405,1367,1900,119000
392,12209,1961,2001,215000
393,8339,882,1959,106500
394,7446,788,1941,100000
395,10134,1034,1940,109000
396,9571,1144,1956,129000
397,7200,894,1972,123000
398,7590,1812,1962,169500
399,8967,1077,1920,67000
400,8125,1550,2006,241000
401,14963,1288,1996,245500
402,8767,1310,2005,164990
403,10200,672,1940,108000
404,12090,2263,1998,258000
405,10364,1572,1995,168000
406,9991,1620,1976,150000
407,10480,1639,1936,115000
408,15576,1680,1915,177000
409,14154,2172,2006,280000
410,10800,2078,2007,339750
411,9571,1276,1958,60000
412,34650,1056,1955,145000
413,4403,1478,2009,222000
414,8960,1028,1927,115000
415,11228,2097,1993,228000
416,8899,1340,2007,181134
417,7844,1400,1978,149500
418,22420,2624,1918,239000
419,8160,1134,1940,126000
420,8450,1056,1968,142000
421,7060,1344,1997,206300
422,16635,1602,1977,215000
423,21750,988,1954,113000
424,9200,2630,1998,315000
425,9000,1196,1956,139000
426,3378,1389,1946,135000
427,12800,1644,1989,275000
428,8593,907,1957,109008
429,6762,1208,2007,195400
430,11457,1412,1988,175000
431,1680,987,1971,85400
432,5586,1198,1920,79900
433,1920,1365,1971,122500
434,10839,1604,1997,181000
435,1890,630,1972,81000
436,10667,1661,1996,212000
437,4400,1118,1920,116000
438,6000,904,1926,119000
439,4280,694,1913,90350
440,12354,1196,1920,110000
441,15431,2402,2008,555000
442,12108,1440,1955,118000
443,6240,1573,1930,162900
444,3922,1258,2006,172500
445,8750,1908,1994,210000
446,9855,1689,1956,127500
447,16492,1888,1966,190000
448,11214,1886,1998,199900
449,8600,1376,1937,119500
450,6000,1183,1948,120000
451,5684,813,1930,110000
452,70761,1533,1975,280000
453,9303,1756,1996,204000
454,9000,1590,2008,210000
455,9297,1728,1976,188000
456,9600,1242,1973,175500
457,4571,1344,1916,98000
458,53227,1663,1954,256000
459,5100,1666,1925,161000
460,7015,1203,1950,110000
461,8004,1935,2009,263435
462,7200,1135,1936,155000
463,8281,864,1965,62383
464,11988,1660,1934,188700
465,8430,1040,1978,124000
466,3072,1414,2004,178740
467,10628,1277,1970,167000
468,9480,1644,1942,146500
469,11428,1634,2006,250000
470,9291,1710,1993,187000
471,6820,1502,1985,212000
472,11952,1969,1977,190000
473,3675,1072,2005,148000
474,14977,1976,2006,440000
475,5330,1652,2000,251000
476,8480,970,1963,132500
477,13125,1493,1997,208900
478,13693,2643,2006,380000
479,10637,1718,2007,297000
480,5925,1131,1937,89471
481,16033,1850,2004,326000
482,11846,1792,2003,374000
483,2500,1826,1915,155000
484,4500,1216,1998,164000
485,7758,999,1962,132500
486,9600,1113,1950,147000
487,10289,1073,1965,156000
488,12243,1484,1971,175000
489,10800,2414,1900,160000
490,1526,630,1970,86000
491,2665,1304,1976,115000
492,9490,1578,1941,133000
493,15578,1456,2006,172785
494,7931,1269,1960,155000
495,5784,886,1938,91300
496,7879,720,1920,34900
497,12692,3228,1992,430000
498,9120,1820,1925,184000
499,7800,899,1967,130000
500,7535,912,1958,120000
501,1890,1218,1973,113000
502,9803,1768,2005,226700
503,9170,1214,1965,140000
504,15602,1801,1959,289000
505,2308,1322,1974,147000
506,7596,1960,1952,124500
507,9554,1911,1993,215000
508,7862,1218,2009,208300
509,9600,1378,1928,161000
510,9600,1041,1959,124500
511,14559,1363,1951,164900
512,6792,1368,2005,202665
513,9100,864,1958,129900
514,9187,1080,1983,134000
515,10594,789,1926,96500
516,12220,2020,2009,402861
517,10448,2119,1972,158000
518,10208,2344,1996,265000
519,9531,1796,1998,211000
520,10918,2080,1926,234000
521,10800,1294,1900,106250
522,11988,1244,1957,150000
523,5000,1664,1947,159000
524,40094,4676,2007,184750
525,11787,2398,1996,315750
526,7500,1266,2005,176000
527,13300,928,1956,132000
528,14948,2713,2008,446261
529,9098,605,1920,86000
530,32668,2515,1957,200624
531,10200,1509,1988,175000
532,6155,1362,1920,128000
533,7200,827,1955,107500
534,5000,334,1946,39300
535,9056,1414,2004,178000
536,7000,1347,1910,107500
537,8924,1724,1998,188000
538,12735,864,1972,111250
539,11553,1159,1968,158000
540,11423,1601,2001,272000
541,14601,1838,2006,315000
542,11000,2285,2000,248000
543,10140,1680,1998,213250
544,4058,767,1998,133000
545,17104,1496,2006,179665
546,13837,2183,1988,229000
547,8737,1635,1923,210000
548,7244,768,1970,129500
549,8235,825,1955,125000
550,9375,2094,2003,263000
551,4043,1069,1977,140000
552,6000,928,1957,112500
553,11146,1717,2006,255500
554,8777,1126,1949,108000
555,10625,2046,2003,284000
556,6380,1048,1922,113000
557,14850,1092,1957,141000
558,11040,1336,1920,108000
559,21872,1446,1996,175000
560,3196,1557,2003,234000
561,11341,1392,1957,121500
562,10010,1389,1974,170000
563,13907,996,1940,108000
564,21780,1674,1918,185000
565,13346,2295,1992,268000
566,6858,1647,1915,128000
567,11198,2504,2005,325000
568,10171,1535,2004,214000
569,12327,2132,1983,316600
570,7032,943,1979,135960
571,13101,1728,1965,142600
572,7332,864,1959,120000
573,13159,1692,2009,224500
574,9967,1430,2000,170000
575,10500,1109,1971,139000
576,8480,1216,1947,118500
577,6292,1477,1928,145000
578,11777,1320,1966,164500
579,3604,1392,2007,146000
580,12150,1795,1954,131500
581,14585,1429,1960,181900
582,12704,2042,2008,253293
583,11841,816,1990,118500
584,13500,2775,1893,325000
585,6120,1573,1935,133000
586,11443,2028,2005,369900
587,10267,838,1918,130000
588,8740,860,1982,137000
589,25095,1473,1968,143000
590,9100,935,1930,79500
591,8320,1582,2004,185900
592,13478,2296,2008,451950
593,6600,816,1982,138000
594,4435,848,2003,140000
595,7990,924,1975,110000
596,11302,1826,2005,319000
597,3600,1368,1910,114504
598,3922,1402,2006,194201
599,12984,1647,1977,217500
600,1950,1556,1980,151000
601,10927,1904,2005,275000
602,9000,1375,1937,141000
603,10041,1915,1992,220000
604,3182,1200,2004,151000
605,12803,1494,2002,221000
606,13600,1986,1965,205000
607,12464,1040,1996,152000
608,7800,2008,1948,225000
609,12168,3194,1934,359100
610,7943,1029,1961,118500
611,11050,2153,2000,313000
612,10395,1032,1978,148000
613,11885,1872,2001,261500
614,8402,1120,2007,147000
615,1491,630,1972,75500
616,8800,1054,1963,137500
617,7861,1509,2002,183200
618,7227,832,1954,105500
619,11694,1828,2007,314813
620,12244,2262,2003,305000
621,8248,864,1914,67000
622,10800,2614,1974,240000
623,7064,980,1977,135000
624,2117,1512,2000,168500
625,10400,1790,1972,165150
626,10000,1116,1962,160000
627,12342,1422,1960,139900
628,9600,1520,1955,153000
629,11606,2080,1969,135000
630,9020,1350,1964,168500
631,9000,1750,1880,124000
632,4590,1554,2006,209500
633,11900,1411,1977,82500
634,9250,1056,1954,139400
635,6979,1056,1980,144000
636,10896,3395,1914,200000
637,6120,800,1936,60000
638,6000,1387,1954,93000
639,8777,796,1910,85000
640,3982,1567,2006,264561
641,12677,1518,2003,274000
642,7050,1929,2001,226000
643,13860,2704,1972,345000
644,10793,1620,1969,152000
645,9187,1766,2009,370878
646,10530,981,1971,143250
647,7200,1048,1950,98300
648,10452,1094,1953,155000
649,7700,1839,1966,155000
650,1936,630,1970,84500
651,8125,1665,2007,205950
652,9084,1510,1940,108000
653,8750,1716,1996,191000
654,10320,1469,1906,135000
655,10437,2113,1995,350000
656,1680,1092,1971,88000
657,10007,1053,1959,145500
658,7200,1502,1931,149000
659,17503,1458,1948,97500
660,9937,1486,1964,167000
661,12384,1935,1976,197900
662,46589,2448,1994,402000
663,13560,1392,1968,110000
664,10012,1181,1972,137500
665,20896,2097,2005,423000
666,11194,1936,2000,230500
667,18450,2380,1965,129000
668,8125,1679,1994,193500
669,14175,1437,1956,168000
670,11600,1180,1922,137500
671,8633,1476,2005,173500
672,6629,1369,1925,103600
673,11250,1208,1977,165000
674,14442,1839,1957,257500
675,9200,1136,1965,140000
676,2289,1441,1978,148500
677,9600,1774,1900,87000
678,9022,792,1924,109500
679,11844,2046,2008,372500
680,9945,988,1961,128500
681,8012,923,1980,143000
682,4500,1520,1932,159434
683,2887,1291,1996,173000
684,11248,1668,2002,285000
685,16770,1839,1998,221000
686,5062,2090,1984,207500
687,10207,1761,2007,227875
688,5105,1102,2004,148800
689,8089,1419,2007,392000
690,7577,1362,2005,194700
691,4426,848,2004,141000
692,21535,4316,1994,755000
693,26178,2519,1989,335000
694,5400,1073,1921,108480
695,6120,1539,1936,141500
696,13811,1137,1987,176000
697,6000,616,1921,89000
698,6420,1148,1952,123500
699,8450,894,1965,138500
700,4282,1391,2004,196000
701,14331,1800,2002,312500
702,9600,1164,1969,140000
703,12438,2576,2006,361919
704,7630,1812,1900,140000
705,8400,1484,2004,213000
706,5600,1092,1930,55000
707,115149,1824,1971,302000
708,6240,1324,2006,254000
709,9018,1456,2007,179540
710,7162,904,1966,109900
711,4130,729,1935,52000
712,8712,1178,1900,102776
713,4671,1228,1988,189000
714,9873,960,1970,129000
715,13517,1479,1976,130500
716,10140,1350,1974,165000
717,10800,2554,1890,159500
718,10000,1178,1973,157000
719,10542,2418,1993,341000
720,9920,971,1969,128500
721,6563,1742,1985,275000
722,4426,848,2004,143000
723,8120,864,1970,124500
724,8172,1470,1954,135000
725,13286,1698,2007,320000
726,6960,864,1970,120500
727,21695,1680,1988,222000
728,7314,1232,2007,194500
729,11475,1776,1958,110000
730,6240,1208,1925,103000
731,5389,1616,1995,236500
732,9590,1146,2003,187500
733,11404,2031,1998,222500
734,10000,1144,1961,131400
735,8978,948,1968,108000
736,10800,1768,1914,163000
737,8544,1040,1950,93500
738,10463,1801,2005,239900
739,10800,1200,1987,179000
740,9313,1728,2004,190000
741,9600,1432,1910,132000
742,6768,912,1961,142000
743,8450,1349,2000,179000
744,12886,1464,1963,175000
745,5395,1337,1993,180000
746,8963,2715,1976,299800
747,8795,2256,2000,236000
748,11700,2640,1880,265979
749,10593,1720,1996,260400
750,8405,1529,1945,98000
751,8800,1140,1910,96500
752,7750,1320,2003,162000
753,9236,1494,1997,217000
754,10240,2098,2005,275500
755,7930,1026,1969,156000
756,3230,1471,1999,172500
757,10769,1768,2007,212000
758,11616,1386,1978,158900
759,2280,1501,1999,179400
760,12257,2531,1995,290000
761,9100,864,1959,127500
762,6911,1301,1924,100000
763,8640,1547,2009,215200
764,9430,2365,1999,337000
765,9549,1494,1995,270000
766,14587,1506,2008,264132
767,10421,1714,1988,196500
768,12508,1750,1940,160000
769,9100,1836,2004,216837
770,53504,3279,2003,538000
771,7252,858,1982,134900
772,8877,1220,1951,102000
773,7819,1117,1976,107000
774,10150,912,1958,114500
775,14226,1973,2006,395000
776,4500,1204,1998,162000
777,11210,1614,2005,221500
778,13350,894,1974,142500
779,8400,2020,1977,144000
780,10530,1004,1977,135000
781,7875,1253,1995,176000
782,7153,1603,1992,175900
783,16285,1430,2001,187100
784,9101,1110,1978,165500
785,6300,1484,1914,128000
786,9790,1342,1967,161500
787,10800,1652,1915,139000
788,10142,2084,2004,233000
789,6000,901,1954,107900
790,12205,2087,1966,187500
791,3182,1145,2005,160200
792,11333,1062,1976,146800
793,9920,2013,1996,269790
794,9158,1496,2007,225000
795,10832,1895,1994,194500
796,8400,1564,1980,171000
797,8197,1285,1977,143500
798,7677,773,1953,110000
799,13518,3140,2008,485000
800,7200,1768,1937,175000
801,12798,1688,1997,200000
802,4800,1196,1916,109900
803,8199,1456,2005,189000
804,13891,2822,2008,582933
805,9000,1128,1954,118000
806,12274,1428,2008,227680
807,9750,980,1967,135500
808,21384,1576,1923,223500
809,13400,1086,1966,159950
810,8100,2138,1898,106000
811,10140,1309,1974,181000
812,4438,848,2004,144500
813,8712,1044,1952,55993
814,9750,1442,1958,157900
815,8248,1250,1918,116000
816,12137,1661,1998,224900
817,11425,1008,1954,137000
818,13265,1689,2002,271000
819,8816,1052,1971,155000
820,6371,1358,2009,224000
821,7226,1640,2003,183000
822,6000,936,1953,93000
823,12394,1733,2003,225000
824,9900,1489,1940,139500
825,11216,1489,2006,232600
826,14803,2084,2007,385000
827,6130,784,1924,109500
828,8529,1434,2001,189000
829,28698,2126,1967,185000
830,2544,1223,2005,147400
831,11900,1392,1957,166000
832,3180,1200,2005,151000
833,9548,1829,2003,237000
834,10004,1516,1964,167000
835,7875,1144,1961,139950
836,9600,1067,1950,128000
837,8100,1559,1948,153500
838,1680,987,1973,100000
839,9525,1099,1995,144000
840,11767,1200,1946,130500
841,12155,1482,1925,140000
842,10440,1539,1904,157500
843,9020,1165,1966,174900
844,8000,1800,1961,141000
845,12665,1416,1915,153900
846,16647,1701,1975,171000
847,9317,1775,1993,213000
848,15523,864,1972,133500
849,45600,2358,1908,240000
850,9600,1855,1976,187000
851,4435,848,2003,131500
852,3196,1456,2003,215000
853,7128,1646,1941,164000
854,12095,1445,1964,158000
855,17920,1779,1955,170000
856,6897,1040,1962,127000
857,10970,1026,1978,147000
858,8125,1481,1994,174000
859,10400,1370,1976,152000
860,11029,2654,1968,250000
861,7642,1426,1918,189950
862,11625,1039,1965,131500
863,9672,1097,1984,152000
864,7931,1148,1959,132500
865,8640,1372,2007,250580
866,8750,1002,1970,148500
867,10656,1646,2006,248900
868,6970,1120,1961,129000
869,14762,2320,1948,169000
870,9938,1949,1993,236000
871,6600,894,1962,109500
872,8750,1682,1998,200500
873,8892,910,1953,116000
874,12144,1268,1949,133000
875,5720,1131,1941,66500
876,9000,2610,2007,303477
877,25286,1040,1963,132250
878,8834,2224,2004,350000
879,11782,1155,1961,148000
880,7000,864,1978,136500
881,7024,1090,2005,157000
882,13758,1717,1990,187500
883,9636,1593,1992,178000
884,6204,2230,1912,118500
885,7150,892,1967,100000
886,5119,1709,1999,328900
887,8393,1712,1959,145000
888,16466,1393,1955,135500
889,15865,2217,1970,268000
890,12160,1505,1953,149500
891,8064,924,1949,122900
892,11184,1683,1978,172500
893,8414,1068,1963,154500
894,13284,1383,1954,165000
895,7018,1535,1979,118858
896,7056,1796,1963,140000
897,8765,951,1936,106500
898,7018,2240,1979,142953
899,12919,2364,2009,611657
900,6993,1236,1961,135000
901,7340,858,1971,110000
902,8712,1306,1957,153000
903,7875,1509,2003,180000
904,14859,1670,2006,240000
905,6173,902,1967,125500
906,9920,1063,1954,128000
907,13501,1636,2006,255000
908,11500,2057,1936,250000
909,8885,902,1983,131000
910,12589,1484,2005,174000
911,11600,2274,1960,154300
912,9286,1268,1977,143500
913,6120,1015,1925,88000
914,6270,2002,1949,145000
915,3000,1224,2009,173733
916,2001,1092,1970,75000
917,9000,480,1949,35311
918,17140,1229,1956,135000
919,13125,2127,1991,238000
920,11029,1414,1958,176500
921,8462,1721,1994,201000
922,8777,2200,1900,145900
923,10237,1316,2005,169990
924,8012,1617,1993,193000
925,10240,1686,1980,207500
926,15611,1126,1977,175000
927,11999,2374,2003,285000
928,9900,1978,1968,176000
929,11838,1788,2001,236500
930,13006,2236,1997,222000
931,8925,1466,2007,201000
932,9100,925,1965,117500
933,11670,1905,2006,320000
934,8487,1500,2004,190000
935,27650,2069,1960,242000
936,5825,747,1926,79900
937,10083,1200,2003,184900
938,9675,1971,2005,253000
939,8760,1962,2006,239799
940,24090,2403,1940,244400
941,12640,1728,1976,150900
942,8755,2060,1999,214000
943,7711,1440,1977,150000
944,25000,1632,1967,143000
945,14375,1344,1958,137500
946,8820,1869,1890,124900
947,8163,1144,1959,143000
948,14536,1629,2002,270000
949,14006,1776,2002,192500
950,9360,1381,1972,197500
951,7200,864,1950,129000
952,7800,965,1965,119900
953,7200,768,1972,133900
954,11075,1968,1969,172000
955,9400,980,1975,127500
956,7136,1958,1946,145000
957,1300,1229,1980,124000
958,7420,1057,1962,132000
959,8450,1337,2003,185000
960,2572,1416,1999,155000
961,7207,858,1958,116500
962,12227,2872,1977,272000
963,2308,1548,1976,155000
964,11923,1800,2007,239000
965,11316,1894,2002,214900
966,10237,1484,2005,178900
967,9600,1308,1940,160000
968,7390,1098,1955,135000
969,5925,968,1910,37900
970,10382,1095,1958,140000
971,10800,1192,1949,135000
972,2268,1626,2003,173000
973,7892,918,1979,99500
974,11639,1428,2007,182000
975,11414,2019,1910,167500
976,2651,1382,2000,165000
977,5900,869,1923,85500
978,4274,1241,2006,199900
979,9450,894,1954,110000
980,8816,1121,1963,139000
981,12122,999,1961,178400
982,12203,2612,1998,336000
983,3182,1266,2007,159895
984,11250,2290,2002,255900
985,10125,1734,1977,126000
986,10880,1164,1950,125000
987,5310,1635,1910,117000
988,10159,1940,2009,395192
989,12046,2030,1976,195000
990,8125,1576,2006,197000
991,9452,2392,1997,348000
992,17671,1742,1882,168000
993,9760,1851,1964,187000
994,8846,1500,2005,173900
995,12456,1718,2006,337500
996,4712,1230,1946,121600
997,10659,1050,1961,136500
998,11717,1442,1970,185000
999,9786,1077,1922,91000
1000,6762,1208,2006,206000
